First_pokemon,Second_pokemon,outcome,type_interaction,calc_speed,calc_atk,calc_def,calc_spatk,calc_spdef
451,10,0,-1.0,-27,-192,-14,-140,-15
475,10,0,0.0,-42,-18,21,6,8
478,10,0,0.0,-62,-12,5,-55,-41
487,10,1,1.0,33,16,-30,90,19
507,10,0,0.0,-23,0,9,1,3
512,10,0,-0.5,13,-108,-40,-107,-41
517,10,0,-1.5,-7,-176,-60,-195,14
527,10,0,0.0,-37,-77,0,-15,-51
531,10,1,0.5,-67,8,-5,10,-6
533,10,0,1.0,-43,31,-42,-5,-43
539,10,0,0.0,-37,-57,-40,-55,-41
541,10,0,0.0,-47,-36,-55,-50,-36
554,10,0,1.5,-57,46,-35,50,-36
567,10,0,0.0,-17,-32,0,15,-1
575,10,0,0.0,-21,-2,17,-1,16
612,10,0,1.0,-22,24,30,65,29
617,10,0,1.5,-12,81,-40,30,-41
623,10,0,0.0,-54,-10,-15,-53,-16
626,10,1,0.5,21,9,-38,24,19
629,10,0,1.0,-67,-44,0,-12,-1
705,10,0,-1.0,-68,-182,-5,-200,-16
726,10,0,0.0,-54,-7,13,-16,8
743,10,1,0.0,0,-34,3,4,16
758,10,0,0.0,-30,-44,-23,-18,-11
769,10,0,1.5,-3,67,15,67,1
20,11,0,0.0,-87,-87,40,50,0
41,11,1,0.0,23,18,32,5,15
60,11,1,0.0,3,5,32,0,30
71,11,0,0.0,-62,13,35,-70,-15
73,11,1,0.0,23,-17,30,30,45
74,11,1,0.0,13,-37,10,15,20
84,11,0,1.5,-32,84,25,98,15
102,11,0,0.0,-52,-2,20,-65,5
105,11,1,0.0,16,15,35,22,-10
106,11,0,0.0,-9,-10,10,-8,-35
175,11,0,0.0,-20,-21,-20,-7,-3
191,11,1,0.0,18,23,-5,-15,-25
216,11,0,0.0,-27,3,20,-20,-5
220,11,1,0.0,43,-2,-10,30,45
222,11,1,0.0,13,-7,10,0,15
232,11,0,0.0,-27,-62,5,25,-15
251,11,1,1.0,18,66,20,90,40
253,11,0,0.0,-2,-17,-10,-40,-15
261,11,0,0.0,-42,-17,-25,25,10
269,11,0,1.0,-13,-38,-70,35,-40
270,11,0,0.0,-52,-27,-50,-25,-74
285,11,1,0.0,23,8,45,35,50
299,11,0,-1.5,-22,-169,20,-148,20
303,11,0,0.0,-7,6,-20,-10,10
311,11,0,-1.5,-12,-229,0,-88,20
318,11,1,0.0,30,12,57,14,57
332,11,1,1.5,18,81,-60,105,30
340,11,0,-1.0,-77,-87,0,-205,0
350,11,0,0.0,-47,-39,10,-23,15
379,11,1,-1.0,15,-99,-17,-97,-27
414,11,0,0.5,-52,-9,-70,13,-30
430,11,0,0.0,-92,-117,60,-115,60
433,11,1,-1.5,27,-105,16,-58,25
470,11,1,0.0,24,7,32,4,18
477,11,0,0.0,-77,-73,-14,11,-16
483,11,0,0.0,-16,0,33,24,39
489,11,1,0.0,28,58,75,50,15
519,11,0,1.5,-25,79,13,68,-15
557,11,0,-1.5,-55,-119,-15,-118,-15
562,11,0,0.0,-2,-6,20,-9,20
563,11,0,0.0,-12,-19,-5,-22,10
563,11,0,0.0,-12,-19,-5,-22,10
586,11,1,1.0,33,-9,-50,70,0
589,11,0,1.0,-10,41,40,100,35
590,11,0,1.5,-30,59,20,105,15
642,11,1,0.0,3,9,30,10,30
663,11,0,0.5,-32,13,-35,30,-5
667,11,1,0.0,28,8,25,-20,25
667,11,1,0.0,28,8,25,-20,25
668,11,1,0.0,18,-12,5,-60,-15
678,11,1,0.0,33,23,-5,25,15
688,11,1,0.0,3,-47,-15,25,-15
700,11,0,0.5,-50,18,-49,20,8
718,11,0,0.5,-41,3,-15,5,-15
725,11,0,0.0,-13,3,40,1,36
727,11,0,0.0,-64,-16,13,-19,9
738,11,1,0.0,16,25,41,4,1
749,11,1,0.5,30,23,-20,48,43
769,11,1,1.5,12,97,30,97,17
774,11,1,1.0,8,76,-70,80,-70
786,11,0,-1.5,-41,-139,-42,-84,5
800,11,0,0.75,-12,36,-40,33,-10
4,13,0,-1.5,-2,-149,-3,-177,-5
37,13,1,1.0,2,114,33,195,30
53,13,1,-1.5,48,-139,40,-53,35
59,13,0,0.0,-37,33,60,70,50
63,13,0,0.0,-17,-2,60,75,45
64,13,1,1.5,18,171,75,235,65
68,13,1,0.0,8,4,25,32,25
137,13,0,0.0,-7,-22,20,80,45
137,13,0,0.0,-7,-22,20,80,45
152,13,1,0.5,23,63,30,108,70
154,13,0,1.0,-52,101,55,210,40
156,13,1,0.0,48,-7,55,70,5
175,13,1,0.0,0,-1,20,28,32
175,13,1,0.0,0,-1,20,28,32
186,13,1,-0.5,11,-7,62,-9,39
202,13,1,0.0,8,14,45,22,15
202,13,1,0.0,8,14,45,22,15
212,13,0,0.0,-32,38,60,5,20
216,13,0,0.0,-7,43,60,50,30
218,13,1,0.0,45,70,62,102,57
219,13,0,0.0,-7,23,55,45,50
221,13,1,0.5,38,58,-20,105,55
222,13,1,0.0,33,33,50,70,50
224,13,1,1.5,48,164,-80,243,50
244,13,1,0.5,3,76,75,103,70
246,13,1,0.5,8,63,-20,115,45
246,13,1,0.5,8,63,-20,115,45
248,13,0,1.5,-17,161,70,215,35
249,13,0,1.5,-37,161,30,200,25
256,13,1,0.0,43,68,85,100,80
264,13,0,1.5,-22,149,35,225,40
267,13,1,3.0,27,328,50,475,45
303,13,1,0.0,13,26,20,25,45
303,13,1,0.0,13,26,20,25,45
316,13,0,0.0,-82,13,75,85,65
338,13,1,-1.0,13,13,80,5,75
355,13,1,3.5,58,352,20,468,10
362,13,0,0.0,-22,3,40,55,35
366,13,0,-0.5,-2,-19,30,-3,10
369,13,1,0.0,13,3,60,35,55
389,13,1,0.0,53,63,30,105,25
404,13,1,0.0,26,9,15,10,40
404,13,1,0.0,26,9,15,10,40
405,13,1,0.5,23,58,-10,113,50
406,13,0,0.0,-19,36,65,47,50
411,13,1,0.5,48,76,40,118,55
436,13,1,1.5,17,177,76,241,71
446,13,1,0.0,7,9,60,40,55
454,13,1,1.0,20,81,80,240,85
465,13,0,-1.0,-17,13,50,45,25
469,13,0,-1.5,-7,-69,50,-107,37
490,13,0,0.0,-13,38,75,43,73
519,13,0,1.5,-5,159,53,208,20
533,13,0,1.0,-8,141,13,165,8
534,13,0,-0.5,-8,-14,13,-38,8
557,13,0,-1.5,-35,-99,25,-83,20
566,13,1,0.0,23,43,75,110,70
577,13,1,0.0,54,78,75,68,60
612,13,1,1.0,13,134,85,235,80
624,13,1,0.0,48,73,35,80,50
624,13,1,0.0,48,73,35,80,50
629,13,0,1.0,-32,66,55,158,50
634,13,1,0.0,3,53,80,95,75
635,13,0,0.0,-37,8,60,70,55
640,13,1,0.0,48,63,70,10,55
643,13,0,0.0,-20,8,57,24,52
649,13,0,-1.0,-25,-47,60,-15,55
651,13,0,0.5,58,36,15,105,10
664,13,1,-1.0,18,-7,80,45,75
670,13,1,1.5,23,186,60,223,55
696,13,1,-0.5,20,-34,50,2,45
710,13,0,1.0,-13,61,30,165,35
728,13,1,0.0,21,67,82,103,79
736,13,1,1.5,6,181,62,234,61
738,13,1,0.0,36,65,81,74,36
740,13,1,0.0,3,38,52,23,-39
744,13,1,0.0,20,-21,42,66,44
763,13,1,0.0,34,25,58,38,52
769,13,1,1.5,32,177,70,237,52
797,13,0,1.0,-32,46,10,110,5
22,14,0,-1.5,-26,-105,-20,-90,-30
31,14,0,0.0,-45,-25,-5,-30,-30
47,14,0,-1.75,-10,-83,0,-55,-20
47,14,0,-1.75,-10,-83,0,-55,-20
64,14,0,-1.5,-15,-125,-10,-130,-30
77,14,0,0.5,-10,-15,-15,-22,-25
89,14,1,-0.5,0,-20,-35,-85,-35
128,14,0,0.0,-18,-37,-25,-15,-30
160,14,0,0.0,-5,-34,-10,-30,-30
187,14,0,0.0,-15,-10,20,-15,-15
196,14,0,0.0,-10,-45,-50,-95,-70
202,14,0,0.0,-25,-45,-40,-70,-80
206,14,0,0.0,-40,-40,-20,-20,-35
209,14,0,-1.5,-50,-115,-10,-140,-25
221,14,1,-0.5,5,-75,-105,-50,-40
224,14,0,0.0,15,-27,-165,-17,-45
249,14,0,-1.0,-70,-150,-55,-260,-70
259,14,0,0.0,-50,-33,-2,-45,-35
261,14,0,0.0,-55,-50,-70,-20,-50
263,14,0,0.0,-70,-55,-40,-95,-80
266,14,1,0.0,4,-34,-15,-25,-30
276,14,0,1.5,-100,5,-40,-32,-65
279,14,0,-0.75,-35,-113,-35,-105,-50
294,14,1,1.5,15,45,5,20,-30
296,14,0,1.5,-25,25,-35,-5,-80
296,14,0,1.5,-25,25,-35,-5,-80
311,14,0,0.75,-25,-2,-45,5,-40
326,14,0,0.0,-25,-35,-30,-35,-35
326,14,0,0.0,-25,-35,-30,-35,-35
352,14,0,0.0,-15,-60,-10,-70,-25
356,14,0,-1.5,25,-155,-105,-160,-50
357,14,0,1.0,-15,35,0,-30,-60
370,14,0,0.0,-25,-50,-30,-150,-65
408,14,0,0.0,-5,-65,-65,-40,-30
412,14,0,0.0,-5,-45,-65,-35,-60
412,14,0,0.0,-5,-45,-65,-35,-60
429,14,0,1.0,-105,-90,-15,-110,-30
430,14,0,1.0,-105,-120,15,-140,0
446,14,0,0.0,-26,-55,-25,-35,-40
447,14,1,0.0,20,5,-6,-5,-21
447,14,1,0.0,20,5,-6,-5,-21
464,14,1,-1.5,5,-145,-67,-150,-82
513,14,0,1.0,-80,-60,-30,-5,-65
518,14,0,0.0,-50,-93,-32,-75,-65
555,14,0,1.5,-18,38,-20,18,-35
566,14,0,0.0,-10,-30,-10,-5,-25
584,14,0,-1.0,30,-120,-50,-30,-5
594,14,1,0.0,5,-37,-50,-10,-30
632,14,0,1.0,-20,-5,-5,-40,-20
636,14,1,1.0,0,30,-15,-15,-45
646,14,0,0.0,-34,-65,-50,-90,-75
658,14,0,0.0,-63,-47,-25,-77,-40
723,14,0,-1.5,-28,-103,-23,-170,-50
726,14,0,0.0,-52,-33,-17,-63,-36
738,14,1,-0.5,3,-23,-4,-51,-59
756,14,0,-0.5,-27,-65,-51,-75,-55
760,14,0,-1.0,-23,-180,-80,-88,-66
764,14,0,0.0,-14,-43,-53,-100,-69
764,14,0,0.0,-14,-43,-53,-100,-69
769,14,0,-1.0,-1,-88,-15,-114,-43
783,14,0,0.5,-1,-3,-35,-2,-35
6,15,0,-1.5,-50,-118,-3,-148,-40
26,15,0,0.0,-67,-61,-5,-25,-45
27,15,0,-1.5,-40,-110,25,-50,-6
32,15,0,0.0,-80,-70,0,-65,-55
39,15,0,-0.5,-35,-62,-2,-43,-30
44,15,0,-1.5,-70,-142,-20,-150,-75
45,15,1,-0.5,10,-35,35,-33,0
49,15,1,0.5,0,-5,0,-12,-40
56,15,0,0.5,-65,-7,30,8,-20
61,15,0,0.0,-55,-62,-23,-70,-55
92,15,0,-1.5,-45,-160,10,-58,-10
92,15,0,-1.5,-45,-160,10,-58,-10
93,15,0,-1.5,-70,-210,-15,-108,-35
96,15,1,-0.5,5,-70,5,-28,-25
99,15,0,0.0,-40,-75,-125,-60,-20
107,15,0,0.0,-20,-85,-35,0,0
131,15,0,1.0,-85,-35,-30,-50,-60
136,15,0,-1.5,-63,-180,-2,-188,-60
137,15,0,0.0,-55,-105,-45,-30,-45
163,15,0,1.0,-100,-70,-35,-104,-65
163,15,0,1.0,-100,-70,-35,-104,-65
176,15,1,0.0,10,-26,21,-10,-20
184,15,0,-1.75,-100,-175,-25,-134,-55
195,15,0,0.0,-15,-35,0,-55,-35
208,15,1,1.5,0,3,0,-2,-60
211,15,0,0.5,-5,-22,-30,-7,-40
218,15,0,1.0,-3,7,-3,17,-33
238,15,1,-3.5,0,-190,-65,-308,-55
243,15,0,0.0,-15,-85,-20,-80,-50
305,15,0,0.0,-20,-15,20,-40,-30
307,15,0,0.0,-70,-65,-10,-140,-110
334,15,0,-0.5,-20,-130,-175,-48,-55
351,15,0,0.0,-30,-50,20,-45,-10
364,15,0,3.5,-25,23,-5,43,-35
369,15,0,-0.5,-35,-90,-5,-88,-35
369,15,0,-0.5,-35,-90,-5,-88,-35
402,15,0,0.0,-2,-44,-30,-49,-30
418,15,0,1.0,-80,-40,-35,-60,-105
430,15,0,1.0,-120,-140,35,-130,5
440,15,0,0.0,-20,-46,-13,-56,-51
475,15,0,0.0,-55,-46,11,-19,-31
491,15,0,0.0,-5,-72,-53,-67,-83
494,15,0,0.5,-72,-45,-40,-15,-60
512,15,1,1.5,0,-26,-50,-16,-80
521,15,0,-1.5,-65,-142,-31,-220,-31
539,15,0,1.0,-50,-65,-50,-55,-80
557,15,0,1.5,-83,3,-40,13,-70
561,15,0,0.0,-15,-35,10,-38,-20
577,15,1,1.0,6,15,10,-17,-30
598,15,0,0.5,-44,-27,-20,-17,-50
603,15,0,1.5,-62,-11,-25,15,-55
606,15,0,-0.5,-82,-90,-34,-43,-44
616,15,0,-1.5,-65,-270,0,-48,-30
623,15,0,-1.0,-67,-96,-25,-181,-55
625,15,1,-0.5,0,-40,-90,-83,-80
631,15,0,-0.5,-45,-85,-27,-48,-57
649,15,0,-1.5,-73,-140,-5,-138,-35
668,15,0,1.0,-10,-35,-20,-75,-70
678,15,1,0.0,5,-20,-30,-15,-40
737,15,0,-1.5,-76,-126,-17,-206,-41
740,15,0,-0.5,-45,-55,-13,-100,-129
766,15,0,0.0,-79,-35,3,-84,-69
767,15,0,-1.0,-18,-158,-22,-65,-20
795,15,0,0.5,-65,-30,-66,-15,-70
14,16,1,1.5,25,75,15,170,60
19,16,0,0.5,-5,0,10,68,0
42,16,1,-0.5,10,-48,-23,-50,-10
50,16,1,1.75,30,74,-20,159,5
51,16,1,1.75,20,70,-35,153,-10
71,16,0,1.0,-50,40,5,45,-15
82,16,1,0.5,35,22,-65,45,35
95,16,1,-1.0,0,-95,-30,-50,-15
103,16,0,-0.75,-60,-54,-30,-148,-15
138,16,0,0.0,-35,-110,-70,25,-10
158,16,0,-3.75,-30,-349,-35,-478,-10
163,16,0,1.0,-60,-20,-40,26,-10
179,16,1,-1.5,0,-78,0,-107,-16
186,16,1,-1.5,3,-94,-8,-107,4
188,16,1,-0.5,55,-3,22,0,25
189,16,1,-0.5,55,-8,35,5,60
204,16,0,1.5,-10,68,0,158,15
210,16,1,1.0,55,45,5,90,55
210,16,1,1.0,55,45,5,90,55
219,16,0,1.0,-15,10,-15,90,15
237,16,1,-1.5,50,-58,10,-95,40
240,16,1,1.0,20,45,-30,90,20
241,16,1,-3.5,35,-198,-35,-215,-5
264,16,0,-1.5,-30,-208,-35,-135,5
278,16,1,0.0,15,-20,-10,3,20
280,16,0,0.0,-30,-58,-30,-20,0
312,16,1,0.0,40,-15,-10,55,45
315,16,1,2.0,30,90,-40,180,50
338,16,1,-1.5,5,-68,10,-85,40
351,16,1,0.0,10,-25,15,20,45
367,16,0,-0.5,-10,-88,-60,-65,-25
397,16,0,-1.0,-10,-115,-30,-70,0
401,16,1,-1.0,5,-115,-40,-100,-10
402,16,1,0.0,38,-19,-35,16,25
459,16,1,7.875,34,353,-35,711,-25
461,16,1,0.0,34,-12,-45,11,-15
465,16,0,-1.5,-25,-68,-20,-45,-10
488,16,1,0.0,10,20,5,20,-10
492,16,1,1.0,28,45,5,90,35
525,16,1,1.0,-10,45,-30,90,20
532,16,0,-1.75,-21,-89,-27,-168,3
540,16,0,1.0,-45,-35,-20,55,10
544,16,0,0.0,-30,-115,-60,10,-30
544,16,0,0.0,-30,-115,-60,10,-30
567,16,1,0.0,10,-35,-15,55,15
567,16,1,0.0,10,-35,-15,55,15
617,16,1,-1.0,15,-15,-55,-190,-25
642,16,1,-1.5,15,-66,0,-43,30
653,16,1,1.75,40,69,-20,159,0
684,16,1,0.5,35,22,0,45,30
717,16,0,0.75,-58,13,-40,71,3
722,16,1,-1.5,10,-68,10,-79,20
732,16,0,-3.75,-56,-313,-21,-274,11
734,16,1,1.5,41,79,-10,167,50
739,16,1,-0.5,18,-23,3,-30,-18
742,16,1,3.75,2,155,-12,336,-1
767,16,1,-3.5,22,-334,-27,-135,35
784,16,1,1.75,29,74,-20,169,25
784,16,1,1.75,29,74,-20,169,25
4,17,0,0.875,-30,23,-93,5,-100
10,17,1,0.0,7,-13,-35,-30,-44
16,17,0,-0.5,-20,-28,-20,-80,-60
24,17,0,-1.5,-71,-143,-50,-260,-60
28,17,0,-1.5,-50,-163,-35,-112,-41
41,17,1,0.5,15,13,-18,-10,-45
55,17,0,0.0,-40,-8,-30,-17,-55
93,17,0,-1.5,-50,-203,-40,-110,-40
98,17,1,0.0,10,-30,-70,-25,-5
124,17,0,0.0,-40,-60,-50,-20,-60
136,17,0,-1.5,-43,-173,-27,-190,-65
178,17,1,-1.5,0,-43,0,-62,-36
207,17,1,3.75,20,133,0,73,-10
211,17,0,-0.5,15,-68,-55,-55,-45
218,17,1,0.0,17,4,-28,-26,-38
244,17,0,-1.5,-25,-93,-15,-120,-25
244,17,0,-1.5,-25,-93,-15,-120,-25
259,17,0,0.0,-45,-28,-7,-45,-35
300,17,0,-1.5,-35,-93,0,-50,-10
307,17,0,1.0,-50,-15,-35,-125,-115
330,17,1,-0.5,0,-52,-95,-27,-75
349,17,0,1.0,-45,-50,-10,-55,-20
367,17,0,0.5,-30,-20,-80,-35,-85
412,17,1,-2.0,0,-150,-70,-110,-60
444,17,0,-1.5,-50,-223,-40,-90,-40
444,17,0,-1.5,-50,-223,-40,-90,-40
452,17,0,0.875,-5,32,-5,14,-50
461,17,0,-0.5,14,-34,-65,-34,-75
513,17,0,1.0,-75,-50,-35,-5,-65
537,17,0,3.75,-36,124,-77,54,-87
565,17,0,0.0,-27,-50,-39,-40,-49
566,17,0,0.0,-5,-25,-15,-5,-25
570,17,0,1.0,-56,-18,-20,-48,-30
573,17,0,-1.5,-14,-89,-18,-96,-28
640,17,1,0.0,20,-10,-20,-210,-40
643,17,0,-1.5,-48,-157,-33,-164,-43
647,17,0,3.75,-25,125,-20,70,-30
649,17,0,-1.5,-53,-133,-30,-140,-40
657,17,0,0.5,-15,12,-20,-8,-30
677,17,0,0.0,-55,-15,0,-75,-115
688,17,0,0.0,-5,-75,-65,-20,-75
692,17,0,-1.0,-30,-95,-75,-90,-75
750,17,0,-1.0,15,-110,-120,-45,-29
762,17,1,-0.25,6,-29,-60,-43,-103
764,17,0,0.0,-9,-38,-58,-100,-69
795,17,0,-0.5,-45,-83,-91,-71,-75
31,18,0,0.0,-55,-30,10,-25,-25
38,18,0,-0.25,-15,-22,10,-14,-15
59,18,0,0.0,-80,-45,-10,-40,-40
60,18,0,0.0,-20,-27,2,-40,-25
62,18,0,0.25,-35,-8,15,4,-20
93,18,0,-1.5,-65,-208,-20,-108,-35
103,18,0,-0.4375,-95,-31,-30,-84,-70
112,18,0,7.5,-20,153,-35,138,-40
113,18,1,-0.5,0,-38,-45,-28,-25
141,18,0,-1.5,-46,-238,-29,-108,-75
143,18,0,0.0,-25,-60,-30,-60,-70
150,18,1,-1.5,0,-68,-50,-168,-30
164,18,0,0.5,-95,-70,-50,-52,-75
192,18,0,-3.0,-35,-175,5,-255,-20
198,18,0,3.75,-15,80,-45,78,-75
200,18,0,0.5,-15,0,-30,-5,-55
208,18,1,3.75,5,82,-5,74,-60
209,18,0,-0.5,-60,-53,5,-63,-20
213,18,0,1.0,-30,-15,-60,-10,-105
218,18,1,0.0,2,-16,-8,-16,-33
220,18,0,0.5,20,-7,-40,8,-10
223,18,0,-1.75,-50,-144,-55,-64,-40
229,18,0,-0.5,-30,-65,-50,-27,-55
235,18,0,0.0,-5,-55,0,-25,-25
245,18,0,-1.5,-35,-68,-20,-148,-115
261,18,0,0.0,-65,-55,-55,-15,-45
266,18,0,-1.75,-6,-122,0,-84,-25
278,18,0,-0.25,-20,-36,-10,-36,-35
279,18,0,-0.25,-45,-54,-20,-49,-45
288,18,0,0.0,-65,-45,-11,-25,-36
288,18,0,0.0,-65,-45,-11,-25,-36
289,18,1,0.5,15,3,15,15,-5
336,18,0,0.5,-45,-5,-25,-5,-50
338,18,0,0.0,-30,-20,10,-40,-15
348,18,0,1.0,-30,-40,30,-15,5
354,18,0,-1.75,-5,-194,-20,-204,-50
359,18,0,0.0,-25,-35,-10,-35,-35
364,18,0,7.75,-20,172,-10,172,-35
364,18,0,7.75,-20,172,-10,172,-35
375,18,0,1.0,-20,-70,-35,-40,-30
377,18,0,-1.0,-40,-115,-55,-115,-95
378,18,1,1.5,12,30,-27,20,-62
393,18,0,1.0,-40,-80,-10,-25,-35
399,18,1,0.0,10,-15,0,-30,-25
401,18,0,0.0,-30,-55,-40,-70,-65
414,18,0,-2.0,-75,-290,-100,-210,-85
424,18,0,-0.5,-55,-138,-90,-88,-65
430,18,0,0.0,-115,-310,30,-310,5
434,18,0,3.75,-1,78,-35,87,-40
441,18,0,-1.0,-25,-86,-38,-111,-76
445,18,1,0.0,4,-20,10,-10,-15
488,18,1,1.0,-25,25,5,-20,-65
492,18,0,-0.5,-7,-58,5,-28,-20
515,18,0,0.0,-15,-60,-45,-55,-70
533,18,0,-1.5,-51,-118,-57,-198,-82
549,18,0,0.0,-65,-75,-50,-75,-75
578,18,1,0.0,6,-60,-35,-164,-70
584,18,0,-1.5,20,-138,-35,-38,0
616,18,0,-1.5,-60,-268,-5,-48,-30
699,18,0,-0.5,-65,-48,-15,-123,-80
738,18,0,0.5,-7,6,11,-5,-54
738,18,0,0.5,-7,6,11,-5,-54
756,18,0,0.5,-37,-15,-36,-17,-50
761,18,1,-0.25,5,-24,-10,-24,-35
785,18,0,0.75,-49,3,-72,11,-50
787,18,0,0.75,-34,2,-72,11,-50
795,18,0,-0.5,-60,-88,-71,-69,-70
3,19,0,0.875,-5,80,-43,33,-20
26,19,0,0.0,-22,9,-20,-5,10
31,19,0,0.0,-15,35,0,-5,30
80,19,0,-0.25,-25,-13,-25,-29,-40
100,19,0,-0.4375,-5,-12,10,-48,45
153,19,0,-1.5,-5,-185,-65,-108,10
171,19,0,-1.5,-5,-83,-18,-138,15
191,19,1,-0.5,35,5,-45,-58,-25
202,19,1,0.0,5,15,-35,-45,-20
220,19,1,0.5,60,58,-50,28,45
243,19,1,0.0,30,-15,-35,-60,5
261,19,0,0.0,-25,10,-65,5,10
269,19,1,-1.0,4,-238,-110,-145,-40
269,19,1,-1.0,4,-238,-110,-145,-40
302,19,0,-1.5,-10,-15,10,-88,50
333,19,1,-2.0,25,-220,-140,-120,20
348,19,1,1.0,10,90,20,25,60
352,19,1,0.0,15,0,-5,-45,35
360,19,1,-0.5,65,-55,-5,-23,35
379,19,1,1.5,32,140,-57,50,-27
388,19,1,-0.75,0,-143,-35,-82,-3
388,19,1,-0.75,0,-143,-35,-82,-3
400,19,1,0.0,30,30,-30,-30,10
418,19,0,0.0,-35,20,-50,-130,-50
443,19,0,-1.5,-5,-105,-10,-58,40
471,19,1,-0.5,36,-38,-28,-70,-2
472,19,0,0.0,-40,-10,-26,-15,14
484,19,0,0.0,-9,-1,-27,-13,19
491,19,1,-0.5,40,-47,-68,-70,-28
507,19,1,0.0,9,41,-16,-4,19
521,19,0,-0.5,-20,-31,-46,-94,24
525,19,0,-0.5,-5,-85,-40,-48,20
534,19,0,0.0,-11,25,-67,-60,-27
545,19,0,-0.75,-15,-78,-80,-89,-40
553,19,0,0.0,-45,-30,-80,-75,-40
557,19,0,3.75,-38,342,-55,162,-15
560,19,1,-0.25,10,-39,-25,-39,15
562,19,1,0.0,15,15,-20,-38,20
568,19,0,0.0,-5,-20,-50,0,-10
587,19,1,-3.0,3,-90,-3,-175,37
599,19,1,0.25,30,20,-45,15,-5
602,19,1,3.875,33,353,-50,174,0
604,19,1,0.0,18,11,-19,4,41
626,19,1,-1.5,53,-111,-63,-84,35
628,19,1,-3.75,5,-426,-5,-285,35
640,19,1,0.0,45,100,-10,-160,20
653,19,1,0.875,45,80,-30,35,0
653,19,1,0.875,45,80,-30,35,0
676,19,1,0.0,25,-20,-40,-25,0
684,19,1,-0.875,40,-63,-10,-30,30
722,19,1,-1.5,15,-45,0,-102,20
734,19,1,0.5,46,79,-20,32,50
747,19,0,0.0,-29,84,-36,-76,-1
783,19,1,0.75,29,74,-30,34,25
792,19,0,-1.5,-48,-95,-40,-172,0
23,20,1,-1.5,44,-85,-35,-133,10
30,20,1,-0.25,65,-5,-29,-29,1
51,20,1,0.875,95,140,-45,2,-10
52,20,1,3.875,120,592,-15,55,25
73,20,1,0.25,110,55,-10,-1,45
75,20,1,0.25,90,43,-40,-9,-5
96,20,1,-0.25,120,-3,-10,-17,30
117,20,1,0.0,115,95,-35,-45,5
129,20,1,0.0,77,58,-25,-50,0
132,20,1,1.0,55,255,-25,-70,-40
151,20,1,-1.5,90,-45,-85,-223,10
185,20,1,0.0,78,112,2,-41,24
189,20,1,0.5,130,135,25,-5,60
198,20,1,3.75,95,580,-55,38,-20
207,20,1,3.75,115,593,10,53,50
232,20,1,0.375,60,60,-35,2,-15
250,20,1,0.0,60,55,-55,-80,-15
270,20,1,-3.0,35,-210,-90,-345,-74
285,20,1,1.0,110,245,5,0,50
312,20,1,0.0,115,90,-20,-20,45
328,20,1,-0.5,125,-10,-85,-78,-35
342,20,1,0.0,50,110,-10,-60,-5
347,20,1,-0.25,90,1,-43,-33,-3
353,20,1,-1.75,110,-83,0,-127,35
354,20,0,-1.75,105,-163,-30,-207,5
374,20,1,0.0,110,70,-25,-35,45
410,20,1,-1.5,25,-215,-90,-233,-10
413,20,1,-2.0,75,-270,-90,-190,-10
447,20,1,0.5,120,138,-1,3,39
471,20,1,-0.5,106,-8,-28,-85,-2
478,20,1,-0.75,40,-23,-20,-102,-25
492,20,1,-0.5,103,5,-5,-33,35
500,20,1,-0.5,113,3,-38,-31,38
518,20,1,0.0,50,27,-27,-80,-5
531,20,1,-0.75,35,-43,-30,-77,10
544,20,1,0.0,45,-10,-70,-65,-30
557,20,1,3.75,32,582,-55,42,-15
576,20,1,0.0,44,52,-23,-83,17
640,20,1,0.0,115,220,-10,-220,20
678,20,1,0.5,120,130,-45,-5,15
696,20,1,1.0,87,215,-30,-35,10
707,20,1,-1.5,55,-165,-60,-293,-40
709,20,1,-1.75,44,-213,-50,-227,0
742,20,1,3.75,77,575,-22,36,-1
762,20,1,-0.25,101,0,-50,-45,-43
797,20,1,-0.5,35,-85,-70,-153,-30
799,20,1,2.0,65,280,-20,-280,-50
13,21,0,0.0,-22,-58,-80,-100,-80
15,21,1,1.5,26,80,-15,58,10
42,21,0,0.0,-4,-25,-33,-60,-55
50,21,1,1.5,16,58,-30,28,-40
55,21,0,1.5,-34,58,-20,25,-40
79,21,0,0.0,-14,5,5,-15,-65
79,21,0,0.0,-14,5,5,-15,-65
88,21,1,0.0,26,-30,-140,-95,-45
95,21,0,-1.0,-14,-95,-40,-105,-60
101,21,1,0.0,-39,0,-5,0,-20
134,21,0,-1.0,-39,-55,5,-195,-60
154,21,0,-1.75,-74,-199,-25,-112,-40
179,21,0,0.0,-14,-5,-10,-41,-61
184,21,0,0.0,-74,-45,-40,-35,-45
192,21,0,0.0,-14,-5,-5,-35,-10
199,21,1,0.0,16,25,-10,15,-15
206,21,0,0.0,-29,-25,-15,-5,-20
208,21,1,1.5,26,53,-15,18,-50
224,21,1,0.25,26,11,-160,8,-30
231,21,1,-0.5,51,12,-190,7,-195
232,21,0,3.5,-29,118,-35,120,-60
249,21,0,0.0,-59,-45,-50,-105,-55
259,21,0,-1.5,-39,-104,3,-113,-20
264,21,0,0.0,-44,-70,-45,-55,-40
271,21,0,0.0,-34,-85,-50,-75,-119
279,21,0,1.0,-24,-30,-30,-40,-35
281,21,1,0.0,16,-25,-10,-15,-15
285,21,1,0.0,21,-10,5,5,5
286,21,0,0.0,-14,-45,-30,-25,-25
